,date,code,presettle,open,high,low,close,settle,volume,amount,oi,factor,dlv_day,dlv_week,
65,20150720,IC1508,7782.6,7920,8087.8,7413.2,7589,7701.4,189519,29288455.05,11187,1.078773793,0,0,
66,20150721,IC1508,7701.4,7587.8,7935.2,7402.2,7715,7706.6,185925,28608588.75,9804,1.078773793,0,0,
67,20150722,IC1508,7706.6,7715,7918,7572.2,7773,7757.2,151210,23470951.61,10619,1.078773793,0,0,
68,20150723,IC1508,7757.2,7802.2,8498.6,7702.2,8386,8372,172241,27812730.62,11372,1.078773793,0,0,
69,20150724,IC1508,8372,8414.2,8538,7912.4,7980,8157,185487,30913469.14,11838,1.078773793,0,0,
70,20150727,IC1508,8157,7978.8,8180,7341.4,7341.4,7591.8,153759,24350881.28,12095,1.078773793,0,0,
71,20150728,IC1508,7591.8,7198,7528.8,7034,7221,7258.2,168856,24526491.07,11401,1.078773793,0,0,
72,20150729,IC1508,7258.2,7300.6,7715.8,6955.2,7702.8,7486,179005,26281896.06,11127,1.078773793,0,0,
73,20150730,IC1508,7486,7700,7731,7146,7232,7372.4,190390,28624877.6,11345,1.078773793,0,0,
74,20150731,IC1508,7372.4,7275,7642.2,7210,7399,7358.8,149888,22160575.32,10625,1.078773793,0,0,
75,20150803,IC1508,7358.8,7335,7351,6990,7065.2,7093.8,98428,14093305.09,11396,1.078773793,0,0,
76,20150804,IC1508,7093.8,7088.8,7708.6,7069.2,7657.6,7605.8,131506,19528190.36,11310,1.078773793,0,0,
77,20150805,IC1508,7605.8,7677,7737.2,7460,7486.4,7556.8,118095,17922141.15,10723,1.078773793,0,0,
78,20150806,IC1508,7556.8,7415,7727.8,7361,7545.4,7560.8,122864,18596141.37,11038,1.078773793,0,0,
79,20150807,IC1508,7560.8,7600,7966,7583.8,7851.2,7838.6,131512,20625369.66,11483,1.078773793,0,0,
80,20150810,IC1508,7838.6,7855,8440,7855,8330,8356.2,108046,17616289.08,12475,1.078773793,0,0,
81,20150811,IC1508,8356.2,8356.8,8396.2,8185.2,8200.6,8279.6,103813,17245917.64,11063,1.078773793,0,0,
82,20150812,IC1508,8279.6,8202.2,8330,8051,8082.2,8136.4,113709,18646396.67,10608,1.078773793,0,0,
83,20150813,IC1508,8136.4,8100,8387,8052.6,8345.8,8323.4,112898,18549065.89,11158,1.078773793,0,0,
84,20150814,IC1508,8323.4,8388,8527.8,8308,8397,8414.2,116621,19702164.64,10775,1.078773793,0,0,
85,20150817,IC1508,8414.2,8406,8690,8200,8659,8633.4,114466,19408693.34,10505,1.078773793,0,1,
86,20150818,IC1508,8633.4,8689,8761.6,7770.2,7802,7871.8,136282,22615949.36,8469,1.078773793,0,1,
87,20150819,IC1508,7871.8,7793.8,8198.8,7603.2,8151.2,8107,117489,18569589.99,5614,1.078773793,0,1,
88,20150820,IC1508,8107,8122,8298.4,7993.8,8003,8072.4,54692,8900815.584,3146,1.078773793,0,1,
89,20150821,IC1509,7589.2,7500.2,7619,7060,7207.4,7248.4,173849,25558997.92,13814,1.1474587,1,1,
90,20150824,IC1509,7248.4,6953,7044.6,6523.6,6523.6,6523.6,89052,11979224.58,15574,1.1474587,0,0,
91,20150825,IC1509,6523.6,6249,6380,5871.4,5871.4,5871.4,128798,15872459.79,15352,1.1474587,0,0,
92,20150826,IC1509,5871.4,5869,6150,5301.2,5400.2,5567.4,169262,19551875.24,15626,1.1474587,0,0,
93,20150827,IC1509,5567.4,5700,6079.4,5510,5928.2,5820.6,166242,19305439.09,15306,1.1474587,0,0,
94,20150828,IC1509,5820.6,6101.2,6402.6,5884,6402.6,6276.6,129943,15805790.46,15107,1.1474587,0,0,
95,20150831,IC1509,6276.6,6387,6388,5852,5961.4,5959,85814,10390802.02,13352,1.1474587,0,0,
96,20150901,IC1509,5959,5960,6195.6,5363.2,5373,5437.4,109123,12201034.5,14164,1.1474587,0,0,
97,20150902,IC1509,5437.4,5277.4,5975,5101.8,5377,5383.6,158776,17395495.23,14495,1.1474587,0,0,
98,20150907,IC1509,5383.6,5650,5921.8,5550,5795,5802.8,11697,1361914.416,11072,1.1474587,0,0,
99,20150908,IC1509,5802.8,5806.2,6383,5752.6,6383,6267,10836,1312898.136,9509,1.1474587,0,0,
100,20150909,IC1509,6267,6428,6578,6300,6369,6371,9181,1180921.372,9401,1.1474587,0,0,
101,20150910,IC1509,6371,6318,6463.8,6234.2,6319,6350.8,6395,812099.104,9113,1.1474587,0,0,
102,20150911,IC1509,6350.8,6330.8,6489,6296.2,6420,6397.8,6184,790945.808,8907,1.1474587,0,0,
103,20150914,IC1509,6397.8,6498,6500,5758.2,5758.2,5799.8,8153,1001135.692,7599,1.1474587,0,1,
104,20150915,IC1509,5799.8,5749.6,5898.6,5590.2,5663.6,5667.8,6917,795817.076,6912,1.1474587,0,1,
105,20150916,IC1509,5667.8,5710.4,6200,5620,6050.8,6025.2,7708,902122.052,5599,1.1474587,0,1,
106,20150917,IC1509,6025.2,6100,6218.2,5855,5955,6072.2,4130,501945.28,3636,1.1474587,0,1,
107,20150918,IC1510,5816.4,5768.8,5898.6,5658,5830,5803.2,8649,998098.56,7371,1.197922893,1,1,
108,20150921,IC1510,5803.2,5750,6184.2,5715,6170.2,6077.4,10042,1193253.432,8588,1.197922893,0,0,
109,20150922,IC1510,6077.4,6168.8,6190,6005,6077.8,6097.8,9276,1131866.312,8743,1.197922893,0,0,
110,20150923,IC1510,6097.8,6080.8,6093.2,5903,5980.4,5998.4,9051,1087283.484,9004,1.197922893,0,0,
111,20150924,IC1510,5998.4,6000,6146.8,5978,6100,6064.6,8986,1090694.412,9329,1.197922893,0,0,
112,20150925,IC1510,6064.6,6098.8,6115,5713,5787.4,5785.8,10687,1262387.612,8974,1.197922893,0,0,
113,20150928,IC1510,5785.8,5848,6036.6,5770,5994.4,5992,9431,1115501.376,9251,1.197922893,0,0,
114,20150929,IC1510,5992,5950,5950,5788.2,5914,5882.2,8872,1042815.212,9170,1.197922893,0,0,
115,20150930,IC1510,5882.2,5955,5993,5852,5917.8,5921.2,7381,875119.536,8796,1.197922893,0,0,
116,20151008,IC1510,5921.2,6220,6350,6191.8,6195.2,6231.2,7856,984445.828,9007,1.197922893,0,0,
117,20151009,IC1510,6231.2,6230,6444.6,6208.8,6406.8,6392.6,7489,945389.948,8901,1.197922893,0,0,
118,20151012,IC1510,6392.6,6458.2,6790,6458.2,6642.6,6670.4,8516,1129145.8,8977,1.197922893,0,1,
119,20151013,IC1510,6670.4,6613,6737.6,6586.4,6688.6,6703.4,6576,877014.728,8048,1.197922893,0,1,
120,20151014,IC1510,6703.4,6645,6743.4,6625.6,6645.2,6663.8,6975,932943.976,6782,1.197922893,0,1,
121,20151015,IC1510,6663.8,6655.8,6957,6655.2,6954.8,6914.2,5867,796688.624,4445,1.197922893,0,1,
122,20151016,IC1511,6762.8,6825,6865,6641.2,6779,6747,7352,993225.688,7443,1.224741005,1,1,
123,20151019,IC1511,6747,6797.8,6818,6530,6685,6633.8,8686,1162988.656,8196,1.224741005,0,0,
124,20151020,IC1511,6633.8,6685,6850,6645.6,6850,6768.6,8843,1190087.604,8956,1.224741005,0,0,
125,20151021,IC1511,6768.6,6814,6844,6451,6478.8,6499.2,10707,1421351.596,9261,1.224741005,0,0,
126,20151022,IC1511,6499.2,6520.2,6735,6483,6666.2,6669.2,10515,1388106.112,9983,1.224741005,0,0,
127,20151023,IC1511,6669.2,6706.2,6920,6671,6908,6873,9940,1345603.744,10045,1.224741005,0,0,
128,20151026,IC1511,6873,6944,6949.8,6750,6865,6816.8,9359,1279912.4,10328,1.224741005,0,0,
129,20151027,IC1511,6816.8,6824,6990,6641.2,6903.4,6921.8,10357,1406686.548,10853,1.224741005,0,0,
130,20151028,IC1511,6921.8,6910,6927,6666.8,6683.4,6714,9763,1327078.828,10741,1.224741005,0,0,
131,20151029,IC1511,6714,6712.2,6886.6,6655,6782,6790.8,9744,1318769.188,11261,1.224741005,0,0,
132,20151030,IC1511,6790.8,6801,6887,6651,6783.8,6809.6,10368,1404359.976,11732,1.224741005,0,0,
133,20151102,IC1511,6809.6,6641,6868,6582.6,6668.8,6687.4,10294,1385004.316,12019,1.224741005,0,0,
134,20151103,IC1511,6687.4,6696.8,6757,6614.8,6656.2,6648.6,9553,1276514.256,11972,1.224741005,0,0,
135,20151104,IC1511,6648.6,6700,7117.6,6678.8,7090.6,7055.2,11240,1546129.8,12299,1.224741005,0,0,
136,20151105,IC1511,7055.2,7066.8,7119.6,6983.2,7066.4,7056.6,9820,1386938.128,11270,1.224741005,0,0,
137,20151106,IC1511,7056.6,7068.8,7338.8,7068,7293.8,7279.8,8847,1275853.444,11479,1.224741005,0,0,
138,20151109,IC1511,7279.8,7270,7449.8,7205.2,7353.8,7393.6,8477,1239896.996,11298,1.224741005,0,0,
139,20151110,IC1511,7393.6,7330,7439,7320.2,7394,7399.8,7301,1078509.024,10651,1.224741005,0,0,
140,20151111,IC1511,7399.8,7388,7548.8,7378,7545,7495.2,7006,1043034.328,10705,1.224741005,0,0,
141,20151112,IC1511,7495.2,7540,7570,7391,7519,7511.8,7645,1144037.756,10313,1.224741005,0,0,
142,20151113,IC1511,7511.8,7476.6,7523.4,7330,7468,7473.6,7923,1177901.432,10101,1.224741005,0,0,
143,20151116,IC1511,7473.6,7345,7670.2,7345,7638,7623.2,7723,1158541.42,9544,1.224741005,0,1,
144,20151117,IC1511,7623.2,7660,7788.2,7500.8,7547.6,7557.6,7544,1157349.228,7899,1.224741005,0,1,
145,20151118,IC1511,7557.6,7557.8,7655.6,7466,7499,7516,5941,899091.068,6295,1.224741005,0,1,
146,20151119,IC1511,7516,7516.2,7710,7502.2,7697,7677.6,4148,629612.224,4034,1.224741005,0,1,
147,20151120,IC1512,7410,7439,7540.4,7388.8,7442.6,7435.6,9007,1341787.272,12890,1.268970518,1,1,
148,20151123,IC1512,7435.6,7400.2,7575.2,7338.8,7356.6,7368.8,9003,1340785.096,14000,1.268970518,0,0,
149,20151124,IC1512,7368.8,7350.6,7488.6,7312.6,7471,7451.2,8658,1280360.692,14422,1.268970518,0,0,
150,20151125,IC1512,7451.2,7478.8,7636.8,7452.6,7631,7602.6,8171,1232660.84,14962,1.268970518,0,0,
151,20151126,IC1512,7602.6,7646.6,7671,7530,7531.8,7555.4,7986,1214040.084,14985,1.268970518,0,0,
152,20151127,IC1512,7555.4,7540.2,7559.4,6931,7092.6,7085.2,11342,1662456.608,14526,1.268970518,0,0,
153,20151130,IC1512,7085.2,7092.6,7199,6922,7118.2,7125.2,11040,1561533.364,15403,1.268970518,0,0,
154,20151201,IC1512,7125.2,7125.6,7267,7043,7137.6,7116.4,10169,1455079.184,15420,1.268970518,0,0,
155,20151202,IC1512,7116.4,7143.2,7293.2,6951,7280.2,7214,12101,1719963.256,15847,1.268970518,0,0,
156,20151203,IC1512,7214,7252.2,7407.6,7221.2,7377.8,7362,9758,1426256.736,15908,1.268970518,0,0,
157,20151204,IC1512,7362,7307,7387.2,7222,7315.8,7287.4,8667,1267617.984,15423,1.268970518,0,0,
158,20151207,IC1512,7287.4,7346,7437,7251.2,7339.4,7346.2,8792,1291684.804,15365,1.268970518,0,0,
159,20151208,IC1512,7346.2,7311,7315.4,7166.6,7230,7223.2,8842,1279874.9,15375,1.268970518,0,0,
160,20151209,IC1512,7223.2,7231,7280.4,7151,7212,7196.8,8429,1216991.808,15264,1.268970518,0,0,
161,20151210,IC1512,7196.8,7195,7330,7151.8,7170,7200.4,9567,1388540.004,14719,1.268970518,0,0,
162,20151211,IC1512,7200.4,7189,7269,7121,7227.4,7215.2,8567,1231941.5,13989,1.268970518,0,0,
163,20151214,IC1512,7215.2,7167,7429.8,7165,7422,7393.4,9189,1337811.128,12249,1.268970518,0,1,
164,20151215,IC1512,7393.4,7403,7500.4,7395,7446,7454.6,6822,1017797.896,10390,1.268970518,0,1,
165,20151216,IC1512,7454.6,7468.8,7570.8,7462.2,7492.6,7502.6,6024,905215.016,8545,1.268970518,0,1,
166,20151217,IC1512,7502.6,7529,7713.8,7513.8,7693.6,7678.6,5077,775650.54,5797,1.268970518,0,1,
167,20151218,IC1601,7439.2,7450,7488.2,7380.8,7487.6,7453.8,7874,1172012.896,10986,1.309807106,1,1,
168,20151221,IC1601,7453.8,7468.4,7612.6,7434.4,7585,7588.6,7880,1184804.34,12144,1.309807106,0,0,
169,20151222,IC1601,7588.6,7604.6,7660,7528.8,7650,7624.4,7211,1095723.412,12143,1.309807106,0,0,
170,20151223,IC1601,7624.4,7661.4,7666.8,7511.2,7516.4,7551.6,7931,1203970.464,12296,1.309807106,0,0,
171,20151224,IC1601,7551.6,7532.6,7571,7405.8,7533.4,7532.6,7879,1179895.04,12843,1.309807106,0,0,
172,20151225,IC1601,7532.6,7552.6,7603.2,7503,7595.8,7566.4,6734,1017162.668,12940,1.309807106,0,0,
173,20151228,IC1601,7566.4,7546,7619.8,7295.2,7305,7371.4,8527,1275922.772,13027,1.309807106,0,0,
174,20151229,IC1601,7371.4,7333.2,7437.4,7285,7418.2,7400.8,8751,1285371.864,13862,1.309807106,0,0,
175,20151230,IC1601,7400.8,7442,7543,7411.2,7511.4,7517.6,7661,1145614.156,14413,1.309807106,0,0,
176,20151231,IC1601,7517.6,7529,7553,7338,7349,7399,8521,1268690.908,14285,1.309807106,0,0,
177,20160104,IC1601,7399,7350,7364.8,6881.2,6881.2,7000,5957,850723.06,13616,1.309807106,0,0,
178,20160105,IC1601,7000,6650,6880,6650,6699,6673.4,10206,1373848.116,14978,1.309807106,0,0,
179,20160106,IC1601,6673.4,6749,6870,6701,6814.4,6838.6,9565,1299908.56,14346,1.309807106,0,0,
180,20160107,IC1601,6838.6,6745.8,6745.8,6360,6360,6612.2,2196,290416.376,13502,1.309807106,0,0,
181,20160108,IC1601,6612.2,6520,6588.8,6150,6399.8,6455.4,10654,1367512.696,14367,1.309807106,0,0,
182,20160111,IC1601,6455.4,6248.8,6396.8,5929.8,5940.4,6067.8,11236,1398513.632,13600,1.309807106,0,1,
183,20160112,IC1601,6067.8,6040.2,6167.2,5961,6074.8,6087.8,11013,1338650.324,11939,1.309807106,0,1,
184,20160113,IC1601,6087.8,6126.4,6210,5849.4,5904.4,5948.4,10420,1264704.592,10031,1.309807106,0,1,
185,20160114,IC1601,5948.4,5735,6109.8,5723,6078,6067.6,8896,1046794.004,6155,1.309807106,0,1,
186,20160115,IC1602,5818,5782.2,5846,5486.8,5570,5550.8,10971,1244679.312,12310,1.365999587,1,1,
187,20160118,IC1602,5550.8,5555.8,5810,5543.2,5695.2,5737,12537,1429302.992,14010,1.365999587,0,0,
188,20160119,IC1602,5737,5721.2,5968.6,5700,5928.8,5931.4,11821,1377995.632,14526,1.365999587,0,0,
189,20160120,IC1602,5931.4,5876,5964.4,5801,5835,5851.2,11388,1339520.4,14763,1.365999587,0,0,
190,20160121,IC1602,5851.2,5849.8,5990,5655,5679,5722,13357,1559478.66,15924,1.365999587,0,0,
191,20160122,IC1602,5722,5780,5836,5615.8,5779.8,5772.6,12855,1473509.796,16430,1.365999587,0,0,
192,20160125,IC1602,5772.6,5815.2,5912,5750.6,5800,5789.4,10339,1205984.936,16152,1.365999587,0,0,
193,20160126,IC1602,5789.4,5750,5767.8,5370.8,5401.2,5467.4,12248,1377154.332,16676,1.365999587,0,0,
194,20160127,IC1602,5467.4,5450,5456.8,5112.2,5280.4,5284.4,14261,1508577.38,17346,1.365999587,0,0,
195,20160128,IC1602,5284.4,5250,5346.4,5132,5155,5215.8,11986,1261454.32,17118,1.365999587,0,0,
196,20160129,IC1602,5215.8,5177,5421,5160.2,5329.8,5370,13534,1435437.94,17250,1.365999587,0,0,
197,20160201,IC1602,5370,5339,5394.4,5212.6,5323,5279.4,11210,1193693.556,16823,1.365999587,0,0,
198,20160202,IC1602,5279.4,5334,5546.8,5330.8,5523.6,5495.4,11870,1297976.18,16643,1.365999587,0,0,
199,20160203,IC1602,5495.4,5470,5584,5411,5556.8,5526,11301,1238087.496,15852,1.365999587,0,0,
200,20160204,IC1602,5526,5600,5719.2,5600,5695,5674.4,11228,1271303.136,15626,1.365999587,0,0,
201,20160205,IC1602,5674.4,5683,5708.8,5611,5617,5642.4,8330,944051.068,14114,1.365999587,0,0,
202,20160215,IC1602,5642.4,5531.8,5675,5461,5651.4,5640,9579,1067193.852,13380,1.365999587,0,1,
203,20160216,IC1602,5640,5689,5908,5681,5881,5876.8,9115,1060745.256,11442,1.365999587,0,1,
204,20160217,IC1602,5876.8,5870,5969,5836,5947,5925,7984,941852.68,8589,1.365999587,0,1,
205,20160218,IC1602,5925,6000,6036.4,5931.6,5950.2,5972,5978,715050.384,5317,1.365999587,0,1,
206,20160219,IC1603,5769,5737,5836.2,5722.4,5767.8,5771,11752,1356873.204,19870,1.414066481,1,1,
207,20160222,IC1603,5771,5815.2,5924.8,5803.6,5869.2,5868.4,12135,1423007.76,20565,1.414066481,0,0,
208,20160223,IC1603,5868.4,5861.2,5885.6,5760,5845,5800,11641,1356029.772,20712,1.414066481,0,0,
209,20160224,IC1603,5800,5828.8,5922.6,5720,5881.8,5831.8,14074,1638160.976,20866,1.414066481,0,0,
210,20160225,IC1603,5831.8,5880.8,5898.6,5300,5361,5431.4,16289,1836493.748,20947,1.414066481,0,0,
211,20160226,IC1603,5431.4,5433.6,5496.8,5333,5417.8,5451.2,14435,1569420.116,21084,1.414066481,0,0,
212,20160229,IC1603,5451.2,5399.8,5407.8,5036,5075.2,5102.8,16685,1726738.412,20867,1.414066481,0,0,
213,20160301,IC1603,5102.8,5075.6,5288,5072.6,5227.4,5243.6,16946,1753186.3,20637,1.414066481,0,0,
214,20160302,IC1603,5243.6,5260.2,5625,5251.2,5587.8,5576.8,17043,1849219.348,20637,1.414066481,0,0,
215,20160303,IC1603,5576.8,5588,5736,5582,5603.8,5636,15720,1779935.14,20055,1.414066481,0,0,
216,20160304,IC1603,5636,5603.8,5671,5383,5452,5462.2,17931,1986632.244,19314,1.414066481,0,0,
217,20160307,IC1603,5462.2,5567,5717.6,5515.8,5595,5574.8,15686,1766521.756,18679,1.414066481,0,0,
218,20160308,IC1603,5574.8,5511,5677,5365,5661,5642.6,17416,1922727.532,19015,1.414066481,0,0,
219,20160309,IC1603,5642.6,5551.8,5607,5461,5500,5525,14368,1591119.076,18471,1.414066481,0,0,
220,20160310,IC1603,5525,5548,5598.8,5371,5396,5444.4,15160,1664705.992,18455,1.414066481,0,0,
221,20160311,IC1603,5444.4,5351,5478.6,5321,5413.2,5422.4,14291,1544784.656,18117,1.414066481,0,0,
222,20160314,IC1603,5422.4,5560,5738,5515.4,5629.6,5649.4,15660,1768092.796,16512,1.414066481,0,1,
223,20160315,IC1603,5649.4,5627,5678.8,5571.4,5608,5612,12151,1366803.18,14163,1.414066481,0,1,
224,20160316,IC1603,5612,5700,5711,5482.8,5565.4,5553.8,12799,1428923.272,11604,1.414066481,0,1,
225,20160317,IC1603,5553.8,5602.2,5796.8,5561.2,5760,5745.6,10005,1133904.184,6316,1.414066481,0,1,
226,20160318,IC1604,5563.4,5612,5847,5603,5799.6,5798.8,16417,1886384.636,21533,1.460376816,1,1,
227,20160321,IC1604,5798.8,5870.4,5957,5845.2,5929.8,5908.8,14424,1702122.592,22327,1.460376816,0,0,
228,20160322,IC1604,5908.8,5881.6,5989.8,5865.4,5921.6,5939.8,12716,1506681.732,22529,1.460376816,0,0,
229,20160323,IC1604,5939.8,5920,5975.6,5868.4,5949.2,5937.8,13235,1569188.964,23020,1.460376816,0,0,
230,20160324,IC1604,5937.8,5900.8,5963.2,5832.2,5843.4,5889.2,17212,2029015.768,22843,1.460376816,0,0,
231,20160325,IC1604,5889.2,5860,5945,5845.4,5910.4,5887.2,13715,1616039.676,22661,1.460376816,0,0,
232,20160328,IC1604,5887.2,5965.6,6065,5838,5857,5889.2,15579,1860236.324,22891,1.460376816,0,0,
233,20160329,IC1604,5889.2,5860.2,5884.4,5720,5788.8,5769.2,16820,1950174.4,22247,1.460376816,0,0,
234,20160330,IC1604,5769.2,5868,6033.6,5827,6020.8,5990.4,16645,1967927.296,22100,1.460376816,0,0,
235,20160331,IC1604,5990.4,6033.2,6085.2,6013.8,6020,6037.6,14844,1795696.384,21598,1.460376816,0,0,
236,20160401,IC1604,6037.6,6000.4,6030,5863.2,6028,5985,16667,1986778.476,20879,1.460376816,0,0,
237,20160405,IC1604,5985,6006,6240.8,5993.6,6190.4,6208.6,16082,1968602.956,21156,1.460376816,0,0,
238,20160406,IC1604,6208.6,6190.4,6237.6,6172,6223.4,6212.2,12384,1536126.128,20581,1.460376816,0,0,
239,20160407,IC1604,6212.2,6248.4,6284.4,6139.6,6156,6182.4,15000,1859183.868,20086,1.460376816,0,0,
240,20160408,IC1604,6182.4,6138.2,6138.2,6030.2,6114.2,6069.8,15056,1832145.108,19253,1.460376816,0,0,
241,20160411,IC1604,6069.8,6170,6316.2,6170,6237,6250.6,14493,1812780.816,17578,1.460376816,0,1,
242,20160412,IC1604,6250.6,6230,6266.4,6140.8,6239.8,6185.2,14188,1758377.484,15441,1.460376816,0,1,
243,20160413,IC1604,6185.2,6300,6427.8,6283.6,6306,6355.8,14248,1812955.364,11554,1.460376816,0,1,
244,20160414,IC1604,6355.8,6366,6385.8,6316,6381.2,6364.8,8451,1074410.416,6020,1.460376816,0,1,
245,20160415,IC1605,6200.8,6225,6238.8,6147,6214.6,6179.2,13187,1631182.936,19414,1.499001154,1,1,
246,20160418,IC1605,6179.2,6152,6160,6026,6093.2,6095.4,14073,1711328.028,20573,1.499001154,0,0,
247,20160419,IC1605,6095.4,6160.2,6174.2,6056.2,6102.6,6091.8,13211,1611989.2,21188,1.499001154,0,0,
248,20160420,IC1605,6091.8,6148.8,6161.8,5721.2,5791.2,5800.4,17516,2081202.988,22380,1.499001154,0,0,
249,20160421,IC1605,5800.4,5800.4,5916,5767,5788.4,5826.6,14947,1745553.124,22584,1.499001154,0,0,
250,20160422,IC1605,5826.6,5741,5850,5727.8,5850,5820,14142,1639285.984,22702,1.499001154,0,0,
251,20160425,IC1605,5820,5808.8,5824.2,5686.6,5815.4,5805.8,14091,1625211.892,22620,1.499001154,0,0,
252,20160426,IC1605,5805.8,5825.6,5896.8,5765.6,5885,5854.6,14340,1673191.956,23019,1.499001154,0,0,
253,20160427,IC1605,5854.6,5897.6,5934.4,5834,5865.8,5854,13355,1569950.752,23047,1.499001154,0,0,
254,20160428,IC1605,5854,5881.4,5884.8,5725.4,5833,5817.8,15156,1759785.044,23920,1.499001154,0,0,
255,20160429,IC1605,5817.8,5809.8,5890,5798,5844.8,5863,13060,1528243.548,23272,1.499001154,0,0,
256,20160503,IC1605,5863,5863,6090,5800.6,6085,6041,15722,1878062.26,24047,1.499001154,0,0,
257,20160504,IC1605,6041,6060,6110,6040,6062.8,6073,11968,1452387.78,23406,1.499001154,0,0,
258,20160505,IC1605,6073,6053.8,6138,6042,6132.8,6105,12362,1503466.192,23672,1.499001154,0,0,
259,20160506,IC1605,6105,6111,6156.4,5883,5887.8,5932.6,16908,2033551.948,23189,1.499001154,0,0,
260,20160509,IC1605,5932.6,5830,5837,5633.2,5652.8,5685.8,15386,1762392.456,22198,1.499001154,0,0,
261,20160510,IC1605,5685.8,5679,5705.6,5636.6,5650,5665,12254,1390141.22,21172,1.499001154,0,0,
262,20160511,IC1605,5665,5711,5749.8,5613.6,5640.4,5677.2,14334,1629259.896,20300,1.499001154,0,0,
263,20160512,IC1605,5677.2,5600,5682,5505.6,5670,5654,14964,1677205.392,19664,1.499001154,0,0,
264,20160513,IC1605,5654,5649,5766,5620,5659.2,5648.2,13460,1529990.624,18410,1.499001154,0,0,
265,20160516,IC1605,5648.2,5641,5785,5621,5772.2,5752.2,13276,1515512.016,16188,1.499001154,0,1,
266,20160517,IC1605,5752.2,5784.2,5827,5715.2,5779.2,5792.8,13270,1530368.46,13455,1.499001154,0,1,
267,20160518,IC1605,5792.8,5701,5730,5561.8,5632.8,5604,11637,1314693.056,10121,1.499001154,0,1,
268,20160519,IC1605,5604,5630,5739.8,5625.4,5641.2,5659,8468,962935.708,5095,1.499001154,0,1,
269,20160520,IC1606,5488.8,5431,5586.2,5422.6,5562.8,5558.4,15262,1686734.088,25881,1.54548308,1,1,
270,20160523,IC1606,5558.4,5586.6,5685,5586.6,5635.2,5641.4,13848,1563963.644,26225,1.54548308,0,0,
271,20160524,IC1606,5641.4,5633.8,5646.4,5541.8,5598.6,5586.4,14551,1625892.18,26768,1.54548308,0,0,
272,20160525,IC1606,5586.4,5665,5680,5550,5556,5572.2,14251,1599952.584,26991,1.54548308,0,0,
273,20160526,IC1606,5572.2,5551,5627.8,5462.4,5627.8,5588.2,17065,1889361.112,28030,1.54548308,0,0,
274,20160527,IC1606,5588.2,5617.8,5664,5574,5630.6,5637.8,14549,1634461.656,27494,1.54548308,0,0,
275,20160530,IC1606,5637.8,5589,5676.8,5520,5611,5626.8,15755,1767312.992,27527,1.54548308,0,0,
276,20160531,IC1606,5626.8,5630,5927.8,5630,5923.2,5889.8,18925,2194016.928,27245,1.54548308,0,0,
277,20160601,IC1606,5889.8,5925,5965.6,5892,5899.8,5923.4,13944,1653541.188,25970,1.54548308,0,0,
278,20160602,IC1606,5923.4,5908,5946.8,5896.2,5937.8,5926.4,12429,1472028.112,25030,1.54548308,0,0,
279,20160603,IC1606,5926.4,5950,6019.4,5908.4,6003.6,5996.4,15181,1809535.576,24545,1.54548308,0,0,
280,20160606,IC1606,5996.4,6020,6037.4,5956.2,5974,5978.2,12536,1501946.076,23226,1.54548308,0,0,
281,20160607,IC1606,5978.2,5983,6017.6,5947.4,6016.6,5996.8,12039,1440048.688,22547,1.54548308,0,0,
282,20160608,IC1606,5996.8,5998,6027,5931.6,5995.8,6001.6,13144,1570254.164,21343,1.54548308,0,0,
283,20160613,IC1606,6001.6,5910,5977.8,5721,5732,5811.4,15848,1867046.4,19235,1.54548308,0,1,
284,20160614,IC1606,5811.4,5740,5774,5689,5723.4,5722.4,13728,1573195.216,16373,1.54548308,0,1,
285,20160615,IC1606,5722.4,5688,5963.8,5678.8,5920,5931.4,13782,1614965.444,12836,1.54548308,0,1,
286,20160616,IC1606,5931.4,5920.2,5950,5883.2,5912.8,5915.2,9201,1090612.984,6582,1.54548308,0,1,
287,20160617,IC1607,5800,5820.4,5916,5780,5810.6,5808.2,14796,1732810.176,20528,1.576179572,1,1,
288,20160620,IC1607,5808.2,5820,5864.4,5725.2,5848.2,5843.6,14283,1658367.504,21028,1.576179572,0,0,
289,20160621,IC1607,5843.6,5900,5969.6,5735.4,5777.6,5788.4,16109,1888478.212,22023,1.576179572,0,0,
290,20160622,IC1607,5788.4,5759.8,5922.2,5756.6,5922,5883.2,14943,1744652.584,22533,1.576179572,0,0,
291,20160623,IC1607,5883.2,5910,5918,5822.2,5888,5881.4,13737,1613852.376,22547,1.576179572,0,0,
292,20160624,IC1607,5881.4,5871,5935.8,5653.6,5787,5808.4,18967,2205901.9,23945,1.576179572,0,0,
293,20160627,IC1607,5808.4,5810.2,5977.4,5806,5965.2,5962.2,15312,1807245.18,23986,1.576179572,0,0,
294,20160628,IC1607,5962.2,5945,6045,5924.4,6037,6018.2,15062,1800761.368,24342,1.576179572,0,0,
295,20160629,IC1607,6018.2,6067,6077,6010,6050.4,6042.8,12972,1567159.676,23962,1.576179572,0,0,
296,20160630,IC1607,6042.8,6045,6062.2,6021.2,6051.6,6043.4,11598,1401259.668,23528,1.576179572,0,0,
297,20160701,IC1607,6043.4,6060,6107,6013.6,6039.8,6047.8,13186,1597761.648,23994,1.576179572,0,0,
298,20160704,IC1607,6047.8,6011,6201,6011,6159.6,6183.6,14960,1835074.468,24454,1.576179572,0,0,
